query,species.name,db,sp,genus,family,order,class,phylum,kingdom
Regulus regulus,Regulus regulus,ncbi,Regulus regulus,Regulus,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Macoma balthica,Macoma balthica,ncbi,Limecola balthica,Limecola,Tellinidae,Cardiida,Bivalvia,Mollusca,Metazoa
Keratella,Keratella,ncbi,NA,Keratella,Brachionidae,Ploima,Eurotatoria,Rotifera,Metazoa
Keratella cochlearis,Keratella cochlearis,ncbi,Keratella cochlearis,Keratella,Brachionidae,Ploima,Eurotatoria,Rotifera,Metazoa
Cyclotella,Cyclotella,ncbi,NA,Cyclotella,Stephanodiscaceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,Chromista
Asterionella,Asterionella,ncbi,NA,Asterionella,Fragilariaceae,Fragilariales,Fragilariophyceae,Bacillariophyta,Chromista
Asterionella formosa,Asterionella formosa,ncbi,Asterionella formosa,Asterionella,Fragilariaceae,Fragilariales,Fragilariophyceae,Bacillariophyta,Chromista
Asterionella formosa,Diatom,ncbi,Asterionella formosa,Asterionella,Fragilariaceae,Fragilariales,Fragilariophyceae,Bacillariophyta,Chromista
Fragilaria,Fragilaria,ncbi,NA,Fragilaria,Fragilariaceae,Fragilariales,Fragilariophyceae,Bacillariophyta,Chromista
Trachelomonas,Trachelomonas,ncbi,NA,Trachelomonas,Euglenaceae,Euglenales,Euglenida,Euglenozoa,Protozoa
Chlamydomonas,Chlamydomonas,ncbi,NA,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Viridiplantae
Pseudosphaerocystis,Pseudosphaerocystis,ncbi,Pseudosphaerocystis lacustris,Pseudosphaerocystis,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Viridiplantae
Eudorina,Eudorina,ncbi,NA,Eudorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Viridiplantae
Radiococcus,Coenococcus,ncbi,Radiococcus,Radiococcus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Viridiplantae
Radiococcus,Radiococcus,ncbi,NA,Radiococcus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Viridiplantae
Crucigenia,Crucigenia,ncbi,NA,Crucigenia,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Viridiplantae
Kirchneriella,Kirchneriella,ncbi,NA,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Viridiplantae
Monoraphidium,Monoraphidium,ncbi,NA,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Viridiplantae
Paulschulzia,Paulschulzia,ncbi,NA,Paulschulzia,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Viridiplantae
Chlorella vulgaris,Chlorella,ncbi,Chlorella vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Viridiplantae
Dictyosphaerium,Dictyosphaerium,ncbi,NA,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Viridiplantae
Geminella,Geminella,ncbi,NA,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Viridiplantae
Coenochloris,Coenochloris fottii,ncbi,NA,Coenochloris,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Viridiplantae
Oocystis,Oocystis,ncbi,NA,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Viridiplantae
Elakatothrix,Elakatothrix,ncbi,NA,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Klebsormidiophyceae,Streptophyta,Viridiplantae
Aegopodium podagraria,Aegopodium podagraria,ncbi,Aegopodium podagraria,Aegopodium,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Aethusa cynapium,Aethusa cynapium,ncbi,Aethusa cynapium,Aethusa,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Anthriscus sylvestris,Anthriscus sylvestris,ncbi,Anthriscus sylvestris,Anthriscus,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Chaerophyllum temulentum,Chaerophyllum temulentum,ncbi,Chaerophyllum temulum,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Conium maculatum,Conium maculatum,ncbi,Conium maculatum,Conium,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Conopodium majus,Conopodium majus,ncbi,Conopodium majus,Conopodium,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Daucus carota,Daucus carota,ncbi,Daucus carota,Daucus,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Heracleum sphondylium,Heracleum sphondylium,ncbi,Heracleum sphondylium,Heracleum,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Pastinaca sativa,Pastinaca sativa,ncbi,Pastinaca sativa,Pastinaca,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Sanicula europaea,Sanicula europaea,ncbi,Sanicula europaea,Sanicula,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Sison amomum,Sison amomum,ncbi,Sison amomum,Sison,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Torilis japonica,Torilis japonica,ncbi,Torilis japonica,Torilis,Apiaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Hedera helix,Hedera helix,ncbi,Hedera helix,Hedera,Araliaceae,Apiales,Magnoliopsida,Streptophyta,Viridiplantae
Ilex aquifolium,Ilex aquifolium,ncbi,Ilex aquifolium,Ilex,Aquifoliaceae,Aquifoliales,Magnoliopsida,Streptophyta,Viridiplantae
Galanthus nivalis,Galanthus nivalis,ncbi,Galanthus nivalis,Galanthus,Amaryllidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Narcissus pseudonarcissus,Narcissus pseudonarcissus,ncbi,Narcissus pseudonarcissus,Narcissus,Amaryllidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Hyacinthoides,Hyacinthoides,ncbi,NA,Hyacinthoides,Hyacinthaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Hyacinthoides non-scripta,Hyacinthoides non-scripta,ncbi,Hyacinthoides non-scripta,Hyacinthoides,Hyacinthaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Crocus,Crocus,ncbi,NA,Crocus,Iridaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Iris pseudacorus,Iris pseudacorus,ncbi,Iris pseudacorus,Iris,Iridaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Anacamptis pyramidalis,Anacamptis pyramidalis,ncbi,Anacamptis pyramidalis,Anacamptis,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Cephalanthera damasonium,Cephalanthera damasonium,ncbi,Cephalanthera damasonium,Cephalanthera,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Coeloglossum viride,Coeloglossum viride,ncbi,Dactylorhiza viridis,Dactylorhiza,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Dactylorhiza fuchsii,Dactylorhiza fuchsii,ncbi,Dactylorhiza fuchsii,Dactylorhiza,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Dactylorhiza incarnata,Dactylorhiza incarnata,ncbi,Dactylorhiza incarnata,Dactylorhiza,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Dactylorhiza praetermissa,Dactylorhiza praetermissa,ncbi,Dactylorhiza praetermissa,Dactylorhiza,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Epipactis helleborine,Epipactis helleborine,ncbi,Epipactis helleborine,Epipactis,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Epipactis purpurata,Epipactis purpurata,ncbi,Epipactis purpurata,Epipactis,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Gymnadenia conopsea,Gymnadenia conopsea,ncbi,Gymnadenia conopsea,Gymnadenia,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Listera ovata,Listera ovata,ncbi,Neottia ovata,Neottia,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Neottia nidus-avis,Neottia nidus-avis,ncbi,Neottia nidus-avis,Neottia,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Ophrys apifera,Ophrys apifera,ncbi,Ophrys apifera,Ophrys,Orchidaceae,Asparagales,Magnoliopsida,Streptophyta,Viridiplantae
Achillea millefolium,Achillea millefolium,ncbi,Achillea millefolium,Achillea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Achillea ptarmica,Achillea ptarmica,ncbi,Achillea ptarmica,Achillea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Arctium lappa,Arctium lappa,ncbi,Arctium lappa,Arctium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Arctium minus,Arctium minus,ncbi,Arctium minus,Arctium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Artemisia vulgaris,Artemisia vulgaris,ncbi,Artemisia vulgaris,Artemisia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Bellis perennis,Plant,ncbi,Bellis perennis,Bellis,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Carduus acanthoides,Carduus acanthoides,ncbi,Carduus acanthoides,Carduus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Carduus nutans,Carduus nutans,ncbi,Carduus nutans,Carduus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Carlina vulgaris,Carlina vulgaris,ncbi,Carlina vulgaris,Carlina,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Centaurea nigra,Centaurea nigra,ncbi,Centaurea nigra,Centaurea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Centaurea scabiosa,Centaurea scabiosa,ncbi,Centaurea scabiosa,Centaurea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cicerbita macrophylla,Cicerbita macrophylla,ncbi,Cicerbita macrophylla,Cicerbita,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Mycelis muralis,Mycelis muralis,ncbi,Cicerbita muralis,Cicerbita,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cichorium intybus,Cichorium intybus,ncbi,Cichorium intybus,Cichorium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cirsium acaule,Cirsium acaule,ncbi,Cirsium acaule,Cirsium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cirsium arvense,Cirsium arvense,ncbi,Cirsium arvense,Cirsium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cirsium dissectum,Cirsium dissectum,ncbi,Cirsium dissectum,Cirsium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cirsium eriophorum,Cirsium eriophorum,ncbi,Cirsium eriophorum,Cirsium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Cirsium vulgare,Cirsium vulgare,ncbi,Cirsium vulgare,Cirsium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Crepis biennis,Crepis biennis,ncbi,Crepis biennis,Crepis,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Crepis capillaris,Crepis capillaris,ncbi,Crepis capillaris,Crepis,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Crepis vesicaria,Crepis vesicaria,ncbi,Crepis vesicaria,Crepis,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Dittrichia viscosa,Dittrichia viscosa,ncbi,Dittrichia viscosa,Dittrichia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Erigeron acer,Erigeron acer,ncbi,Erigeron acris,Erigeron,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Eupatorium cannabinum,Eupatorium cannabinum,ncbi,Eupatorium cannabinum,Eupatorium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Helminthotheca echioides,Helminthotheca echioides,ncbi,Helminthotheca echioides,Helminthotheca,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Hieracium sabaudum,Hieracium sabaudum,ncbi,Hieracium sabaudum,Hieracium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Hypochaeris radicata,Hypochaeris radicata,ncbi,Hypochaeris radicata,Hypochaeris,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Inula conyzae,Inula conyzae,ncbi,Inula conyza,Inula,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Senecio erucifolius,Senecio erucifolius,ncbi,Jacobaea erucifolia,Jacobaea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Senecio jacobaea,Senecio jacobaea,ncbi,Jacobaea vulgaris,Jacobaea,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Lactuca serriola,Lactuca serriola,ncbi,Lactuca serriola,Lactuca,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Lapsana communis,Lapsana communis,ncbi,Lapsana communis,Lapsana,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Leontodon hispidus,Leontodon hispidus,ncbi,Leontodon hispidus,Leontodon,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Leucanthemum vulgare,Leucanthemum vulgare,ncbi,Leucanthemum vulgare,Leucanthemum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Matricaria discoidea,Matricaria discoidea,ncbi,Matricaria discoidea,Matricaria,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Matricaria recutita,Matricaria recutita,ncbi,Matricaria chamomilla,Matricaria,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Taraxacum officianle,Taraxacum campylodes,ncbi,Taraxacum officinale,Taraxacum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Petasites hybridus,Petasites hybridus,ncbi,Petasites hybridus,Petasites,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Picris hieracioides,Picris hieracioides,ncbi,Picris hieracioides,Picris,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Pilosella officinarum,Pilosella officinarum,ncbi,Pilosella officinarum,Pilosella,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Pulicaria dysenterica,Pulicaria dysenterica,ncbi,Pulicaria dysenterica,Pulicaria,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Leontodon autumnalis,Leontodon autumnalis,ncbi,Scorzoneroides autumnalis,Scorzoneroides,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Senecio squalidus,Senecio squalidus,ncbi,Senecio squalidus,Senecio,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Solidago canadensis,Solidago canadensis,ncbi,Solidago canadensis,Solidago,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Sonchus aquatilis,Sonchus aquatilis,ncbi,Sonchus aquatilis,Sonchus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Sonchus arvensis,Sonchus arvensis,ncbi,Sonchus arvensis,Sonchus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Sonchus asper,Sonchus asper,ncbi,Sonchus asper,Sonchus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Sonchus oleraceus,Sonchus oleraceus,ncbi,Sonchus oleraceus,Sonchus,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Aster novi-belgii,Aster novi-belgii,ncbi,Symphyotrichum novi-belgii,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Tanacetum parthenium,Tanacetum parthenium,ncbi,Tanacetum parthenium,Tanacetum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Tanacetum vulgare,Tanacetum vulgare,ncbi,Tanacetum vulgare,Tanacetum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Taraxacum erythrosperma,Taraxacum sect. Erythrosperma,ncbi,Taraxacum erythrospermum,Taraxacum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Tragopogon pratensis,Tragopogon pratensis,ncbi,Tragopogon pratensis,Tragopogon,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Tripleurospermum inodorum,Tripleurospermum inodorum,ncbi,Tripleurospermum maritimum,Tripleurospermum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Tussilago farfara,Tussilago farfara,ncbi,Tussilago farfara,Tussilago,Asteraceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Campanula glomerata,Campanula glomerata,ncbi,Campanula glomerata,Campanula,Campanulaceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Campanula trachelium,Campanula trachelium,ncbi,Campanula trachelium,Campanula,Campanulaceae,Asterales,Magnoliopsida,Streptophyta,Viridiplantae
Myosotis arvensis,Myosotis arvensis,ncbi,Myosotis arvensis,Myosotis,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Myosotis scorpioides,Myosotis scorpioides,ncbi,Myosotis scorpioides,Myosotis,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Myosotis sylvatica,Myosotis sylvatica,ncbi,Myosotis sylvatica,Myosotis,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Pentaglottis sempervirens,Pentaglottis sempervirens,ncbi,Pentaglottis sempervirens,Pentaglottis,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Symphytum officinale,Symphytum officinale,ncbi,Symphytum officinale,Symphytum,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Symphytum x uplandicum,Symphytum x uplandicum,ncbi,Symphytum x uplandicum,Symphytum,Boraginaceae,Boraginales,Magnoliopsida,Streptophyta,Viridiplantae
Alliaria petiolata,Alliaria petiolata,ncbi,Alliaria petiolata,Alliaria,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Arabidopsis thaliana,Arabidopsis thaliana,ncbi,Arabidopsis thaliana,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Armoracia rusticana,Armoracia rusticana,ncbi,Armoracia rusticana,Armoracia,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Barbarea vulgaris,Barbarea vulgaris,ncbi,Barbarea vulgaris,Barbarea,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Brassica nigra,Brassica nigra,ncbi,Brassica nigra,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Brassica rapa,Brassica rapa,ncbi,Brassica rapa,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Cardamine hirsuta,Cardamine hirsuta,ncbi,Cardamine hirsuta,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Cardamine pratensis,Cardamine pratensis,ncbi,Cardamine pratensis,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Diplotaxis erucoides,Diplotaxis erucoides,ncbi,Diplotaxis erucoides,Diplotaxis,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Erysimum cheiri,Erysimum cheiri,ncbi,Erysimum cheiri,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Hesperis matronalis,Hesperis matronalis,ncbi,Hesperis matronalis,Hesperis,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Lepidium draba,Lepidium draba,ncbi,Lepidium draba,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Lunaria annua,Lunaria annua,ncbi,Lunaria annua,Lunaria,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Rorippa nasturtium-aquaticum,Rorippa nasturtium-aquaticum,ncbi,Nasturtium officinale,Nasturtium,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Rorippa amphibia,Rorippa amphibia,ncbi,Rorippa amphibia,Rorippa,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Sinapis alba,Sinapis alba,ncbi,Sinapis alba,Sinapis,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Sisymbrium officinale,Sisymbrium officinale,ncbi,Sisymbrium officinale,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Cerastium fontanum,Cerastium fontanum,ncbi,Cerastium fontanum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Cerastium glomeratum,Cerastium glomeratum,ncbi,Cerastium glomeratum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Moehringia trinervia,Moehringia trinervia,ncbi,Moehringia trinervia,Moehringia,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Sagina procumbens,Sagina procumbens,ncbi,Sagina procumbens,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Lychnis flos-cuculi,Lychnis flos-cuculi,ncbi,Silene flos-cuculi,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Silene dioica,Silene dioica,ncbi,Silene dioica,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Silene latifolia,Silene latifolia,ncbi,Silene latifolia,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Silene vulgaris,Silene vulgaris,ncbi,Silene vulgaris,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Stellaria graminea,Stellaria graminea,ncbi,Stellaria graminea,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Stellaria holostea,Stellaria holostea,ncbi,Stellaria holostea,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Atriplex prostrata,Atriplex prostrata,ncbi,Atriplex prostrata,Atriplex,Chenopodiaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Chenopodium album,Chenopodium album,ncbi,Chenopodium album,Chenopodium,Chenopodiaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Limonium vulgare,Limonium vulgare,ncbi,Limonium vulgare,Limonium,Plumbaginaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Fallopia convolvulus,Fallopia convolvulus,ncbi,Fallopia convolvulus,Fallopia,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Persicaria lapathifolia,Persicaria lapathifolia,ncbi,Persicaria lapathifolia,Persicaria,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Polygonum aviculare,Polygonum aviculare,ncbi,Polygonum aviculare,Polygonum,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Fallopia japonica,Fallopia japonica,ncbi,Reynoutria japonica,Reynoutria,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex acetosa,Rumex acetosa,ncbi,Rumex acetosa,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex acetosella,Rumex acetosella,ncbi,Rumex acetosella,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex conglomeratus,Rumex conglomeratus,ncbi,Rumex conglomeratus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex crispus,Rumex crispus,ncbi,Rumex crispus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex hydrolapathum,Rumex hydrolapathum,ncbi,Rumex hydrolapathum,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex obtusifolius,Rumex obtusifolius,ncbi,Rumex obtusifolius,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Rumex sanguineus,Rumex sanguineus,ncbi,Rumex sanguineus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae
Euonymus europaeus,Euonymus europaeus,ncbi,Euonymus europaeus,Euonymus,Celastraceae,Celastrales,Magnoliopsida,Streptophyta,Viridiplantae
Cornus sanguinea,Cornus sanguinea,ncbi,Cornus sanguinea,Cornus,Cornaceae,Cornales,Magnoliopsida,Streptophyta,Viridiplantae
Bryonia dioica,Bryonia dioica,ncbi,Bryonia dioica,Bryonia,Cucurbitaceae,Cucurbitales,Magnoliopsida,Streptophyta,Viridiplantae
Tamus communis,Tamus communis,ncbi,Dioscorea communis,Dioscorea,Dioscoreaceae,Dioscoreales,Magnoliopsida,Streptophyta,Viridiplantae
Adoxa moschatellina,Adoxa moschatellina,ncbi,Adoxa moschatellina,Adoxa,Adoxaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Sambucus nigra,Sambucus nigra,ncbi,Sambucus nigra,Sambucus,Adoxaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Viburnum lantana,Viburnum lantana,ncbi,Viburnum lantana,Viburnum,Adoxaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Viburnum opulus,Viburnum opulus,ncbi,Viburnum opulus,Viburnum,Adoxaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Knautia arvensis,Knautia arvensis,ncbi,Knautia arvensis,Knautia,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Lonicera periclymenum,Lonicera periclymenum,ncbi,Lonicera periclymenum,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Scabiosa columbaria,Scabiosa columbaria,ncbi,Scabiosa columbaria,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Symphoricarpos albus,Symphoricarpos rivularis,ncbi,Symphoricarpos albus,Symphoricarpos,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Valerianella dentata,Valerianella dentata,ncbi,Valerianella dentata,Valerianella,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Valerianella locusta,Valerianella locusta,ncbi,Valerianella locusta,Valerianella,Caprifoliaceae,Dipsacales,Magnoliopsida,Streptophyta,Viridiplantae
Impatiens glandulifera,Impatiens glandulifera,ncbi,Impatiens glandulifera,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Impatiens parviflora,Impatiens parviflora,ncbi,Impatiens parviflora,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
